Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage	Taxon mnemonic	Components	Genome assembly ID	Genome representation	interpro_IPR013902_count
UP000593566	Letharia lupina	560253	11006	C:96.4%[S:96.1%,D:0.3%],F:0.9%,M:2.8%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Lecanoromycetes, OSLEUM clade, Lecanoromycetidae, Lecanorales, Lecanorineae, Parmeliaceae, Letharia	9LECA	Mitochondrion MT; Unassembled WGS sequence	GCA_014066315.1	full	0
UP000594364	Epichloe festucae (strain Fl1)	877507	7031	C:87.4%[S:87.3%,D:0.1%],F:0.6%,M:11.9%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Clavicipitaceae, Epichloe, Epichloe festucae	EPIFF	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Mitochondrion	GCA_003814445.1	full	0
UP000596276	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	332952	13708	C:98.7%[S:98.4%,D:0.4%],F:0.2%,M:1.0%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Circumdati, Aspergillus flavus	ASPFN	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Mitochondrion	GCA_009017415.1	full	0
UP000596902	Alternaria burnsii	1187904	11309	C:92.8%[S:92.7%,D:0.1%],F:0.4%,M:6.8%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Pleosporaceae, Alternaria, Alternaria sect. Alternaria	9PLEO	Unassembled WGS sequence	GCA_013036055.1	full	0
UP000604273	Fusarium gaditjirri	282569	13451	C:98.0%[S:97.9%,D:0.1%],F:0.5%,M:1.5%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Fusarium, Fusarium nisikadoi species complex	9HYPO	Unassembled WGS sequence	GCA_013266175.1	full	0
UP000605846	Apophysomyces ossiformis	679940	9501	C:86.3%[S:84.4%,D:1.9%],F:3.3%,M:10.3%,n:2449	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mucoromycotina, Mucoromycetes, Mucorales, Mucorineae, Mucoraceae, Apophysomyces	9FUNG	Unassembled WGS sequence	GCA_014839865.1	full	0
UP000606974	Endocarpon pusillum	364733	12489	C:93.9%[S:93.7%,D:0.3%],F:1.4%,M:4.7%,n:3546	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Chaetothyriomycetidae, Verrucariales, Verrucariaceae, Endocarpon	9EURO	Unassembled WGS sequence	GCA_014607435.1	full	0
UP000613401	Colletotrichum gloeosporioides (Anthracnose fungus) (Glomerella cingulata)	474922	15372	C:96.7%[S:96.6%,D:0.0%],F:0.1%,M:3.2%,n:6841	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Glomerellales, Glomerellaceae, Colletotrichum, Colletotrichum gloeosporioides species complex	COLGL	Unassembled WGS sequence	GCA_011800055.1	full	0
UP000613580	Mycena chlorophos (Agaric fungus) (Agaricus chlorophos)	658473	13463	C:88.8%[S:83.4%,D:5.4%],F:1.1%,M:10.2%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Mycenaceae, Mycena	MYCCL	Unassembled WGS sequence	GCA_014461115.1	full	0
UP000620124	Mycena venus	2733690	24807	C:85.6%[S:80.4%,D:5.2%],F:2.7%,M:11.7%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Mycenaceae, Mycena	9AGAR	Unassembled WGS sequence	GCA_014462655.1	full	4
UP000622797	Fusarium sarcochroum	1208366	14826	C:97.1%[S:96.8%,D:0.4%],F:0.8%,M:2.0%,n:4494	Standard	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Fusarium, Fusarium lateritium species complex	9HYPO	Unassembled WGS sequence	GCA_013266185.1	full	0
UP000623467	Mycena sanguinolenta	230812	23955	C:87.4%[S:83.3%,D:4.1%],F:2.2%,M:10.4%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Mycenaceae, Mycena	9AGAR	Unassembled WGS sequence	GCA_014462675.1	full	1
UP000623687	Pleurotus ostreatus (Oyster mushroom) (White-rot fungus)	5322	11624	C:96.4%[S:95.2%,D:1.3%],F:0.6%,M:3.0%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Pleurotineae, Pleurotaceae, Pleurotus	PLEOS	Unassembled WGS sequence	GCA_014466165.1	full	8
UP000630445	Aspergillus hiratsukae	1194566	9685	C:95.5%[S:95.3%,D:0.1%],F:1.3%,M:3.2%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Fumigati	9EURO	Unassembled WGS sequence	GCA_014281905.1	full	0
UP000631181	Penicillium ucsense	2839758	8173	C:98.6%[S:98.5%,D:0.1%],F:0.1%,M:1.2%,n:4191	Outlier (low value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Penicillium	9EURO	Unassembled WGS sequence	GCA_014839625.1	full	0
UP000635477	Fusarium zealandicum	1053134	10733	C:95.5%[S:95.3%,D:0.2%],F:1.4%,M:3.1%,n:4494	Close to standard (low value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Fusarium, Fusarium staphyleae species complex	9HYPO	Unassembled WGS sequence	GCA_013266195.1	full	0
UP000636479	Mycena indigotica	2126181	13684	C:89.1%[S:86.6%,D:2.5%],F:0.9%,M:10.1%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Mycenaceae, Mycena	9AGAR	Unassembled WGS sequence	GCA_014461135.1	full	2
UP000637239	Aspergillus chevalieri (Eurotium chevalieri)	182096	10232	C:97.7%[S:97.2%,D:0.5%],F:0.6%,M:1.7%,n:4191	Standard	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Aspergillus	ASPCH	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Mitochondrion MT	GCA_016861735.1	full	0
UP000639643	Colletotrichum musicola	2175873	16822	C:97.7%[S:97.5%,D:0.3%],F:0.5%,M:1.8%,n:6841	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Glomerellales, Glomerellaceae, Colletotrichum, Colletotrichum orchidearum species complex	9PEZI	Unassembled WGS sequence	GCA_014235935.1	full	0
UP000641853	Aspergillus felis	1287682	10242	C:96.0%[S:95.9%,D:0.1%],F:1.1%,M:2.9%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Fumigati	9EURO	Unassembled WGS sequence	GCA_014281915.1	full	0
UP000644660	Maudiozyma barnettii	61262	5237	C:99.0%[S:97.4%,D:1.6%],F:0.1%,M:0.9%,n:2137	Outlier (low value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Maudiozyma	9SACH	Unassembled WGS sequence	GCA_903064755.1	full	0
UP000649328	Metschnikowia pulcherrima	27326	6907	C:78.0%[S:73.8%,D:4.2%],F:8.9%,M:13.1%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Serinales, Metschnikowiaceae, Metschnikowia	9ASCO	Unassembled WGS sequence	GCA_014905795.1	full	0
UP000652219	Colletotrichum sojae	2175907	16124	C:98.4%[S:98.2%,D:0.2%],F:0.2%,M:1.4%,n:6841	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Glomerellales, Glomerellaceae, Colletotrichum, Colletotrichum orchidearum species complex	9PEZI	Unassembled WGS sequence	GCA_014235955.1	full	0
UP000653565	Aspergillus fumigatiaffinis	340414	10467	C:96.1%[S:95.8%,D:0.3%],F:1.2%,M:2.7%,n:4191	Close to standard (high value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Fumigati	9EURO	Unassembled WGS sequence	GCA_012656285.1	full	0
UP000654913	Aspergillus puulaauensis	1220207	13616	C:99.0%[S:98.4%,D:0.6%],F:0.3%,M:0.6%,n:4191	Close to standard (high value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus	9EURO	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Mitochondrion MT	GCA_016861865.1	full	0
UP000654918	Colletotrichum plurivorum	2175906	16152	C:98.5%[S:98.2%,D:0.3%],F:0.2%,M:1.3%,n:6841	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Glomerellales, Glomerellaceae, Colletotrichum, Colletotrichum orchidearum species complex	9PEZI	Unassembled WGS sequence	GCA_014235945.1	full	0
UP000660729	Pseudocercospora fuligena	685502	13738	C:96.7%[S:96.2%,D:0.4%],F:1.0%,M:2.3%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Mycosphaerellaceae, Pseudocercospora	9PEZI	Unassembled WGS sequence	GCA_014298035.1	full	0
UP000661280	Aspergillus kawachii (White koji mold) (Aspergillus awamori var. kawachi)	1069201	12636	C:97.7%[S:97.4%,D:0.3%],F:0.9%,M:1.4%,n:4191	Standard	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Circumdati	ASPKA	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Mitochondrion MT	GCA_016861625.1	full	0
UP000662569	Collybia sordida	123925	44	C:0.2%[S:0.2%,D:0.0%],F:0.0%,M:99.8%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Tricholomatineae, Clitocybaceae, Collybia	9AGAR	Mitochondrion MT; Unassembled WGS sequence	GCA_010725545.3	full	0
UP000662931	Eeniella nana (Yeast) (Brettanomyces nanus)	13502	4703	C:85.6%[S:85.3%,D:0.3%],F:1.9%,M:12.5%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Pichiales, Pichiaceae, Brettanomyces	EENNA	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Mitochondrion MT	GCA_011074865.2	full	0
UP000663193	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum)	321614	17730	C:98.3%[S:96.7%,D:1.6%],F:0.8%,M:0.9%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Phaeosphaeriaceae, Parastagonospora, Phaeosphaeria nodorum	PHANO	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Chromosome 18; Chromosome 19; Chromosome 20; Chromosome 21; Chromosome 22; Chromosome 23	GCA_016801405.1	full	0
UP000663699	Pneumocystis wakefieldiae	38082	3181	C:65.5%[S:65.2%,D:0.2%],F:4.2%,M:30.3%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, Taphrinomycotina, Pneumocystomycetes, Pneumocystales, Pneumocystaceae, Pneumocystis	9ASCO	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17	GCA_017301755.1	full	0
UP000664032	Psilocybe cubensis (Psychedelic mushroom) (Stropharia cubensis)	181762	12870	C:93.5%[S:92.0%,D:1.6%],F:1.3%,M:5.2%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Agaricineae, Strophariaceae, Psilocybe	PSICU	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 11; Chromosome 10; Chromosome 12; Chromosome 13; Mitochondrion MT; Unassembled WGS sequence	GCA_017499595.2	full	0
UP000664132	Cadophora malorum	108018	16399	C:97.5%[S:97.2%,D:0.3%],F:0.9%,M:1.6%,n:5177	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Leotiomycetes, Helotiales, Ploettnerulaceae, Cadophora	9HELO	Unassembled WGS sequence	GCA_017365405.1	full	0
UP000669133	Candida metapsilosis	273372	5714	C:92.8%[S:92.0%,D:0.8%],F:0.6%,M:6.5%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Serinales, Debaryomycetaceae, Candida/Lodderomyces clade, Candida	9ASCO	Unassembled WGS sequence	GCA_017655625.1	full	1
UP000672032	Monilinia vaccinii-corymbosi	61207	9386	C:94.0%[S:93.9%,D:0.1%],F:1.2%,M:4.8%,n:5177	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Leotiomycetes, Helotiales, Sclerotiniaceae, Monilinia	9HELO	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9	GCA_017357885.1	full	0
UP000696485	Podila minutissima	64525	11340	C:93.4%[S:91.4%,D:2.0%],F:1.9%,M:4.7%,n:1614	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mortierellomycotina, Mortierellomycetes, Mortierellales, Mortierellaceae, Podila	9FUNG	Unassembled WGS sequence	GCA_015679485.1	full	0
UP000696573	Clonostachys rhizophaga	160324	18835	C:96.9%[S:95.5%,D:1.4%],F:0.7%,M:2.4%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Bionectriaceae, Clonostachys	9HYPO	Unassembled WGS sequence	GCA_902077795.2	full	0
UP000697127	Pichia californica	460514	5369	C:82.6%[S:82.5%,D:0.1%],F:1.5%,M:15.9%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Pichiales, Pichiaceae, Pichia	9ASCO	Unassembled WGS sequence	GCA_016584265.1	full	3
UP000701341	Penicillium crustosum (Blue mold fungus)	36656	10566	C:97.4%[S:97.2%,D:0.2%],F:1.4%,M:1.3%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Penicillium	PENCR	Unassembled WGS sequence	GCA_014621375.1	full	0
UP000710849	Botrytis byssoidea	139641	12209	C:99.0%[S:98.9%,D:0.1%],F:0.1%,M:0.9%,n:5177	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Leotiomycetes, Helotiales, Sclerotiniaceae, Botrytis	9HELO	Unassembled WGS sequence	GCA_014898295.1	full	0
UP000714618	Aureobasidium mustum	2773714	10231	C:90.0%[S:89.7%,D:0.3%],F:3.0%,M:7.0%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Dothideales, Saccotheciaceae, Aureobasidium	9PEZI	Unassembled WGS sequence	GCA_903819665.1	full	0
UP000716446	Aureobasidium vineae	2773715	9680	C:89.7%[S:89.6%,D:0.1%],F:3.0%,M:7.3%,n:3786	Outlier (low value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Dothideales, Saccotheciaceae, Aureobasidium	9PEZI	Unassembled WGS sequence	GCA_903819635.1	full	0
UP000723463	Mortierella hygrophila	979708	12181	C:97.1%[S:94.9%,D:2.2%],F:1.0%,M:1.9%,n:1614	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mortierellomycotina, Mortierellomycetes, Mortierellales, Mortierellaceae, Mortierella	9FUNG	Unassembled WGS sequence	GCA_015680625.1	full	0
UP000726737	Mortierella polycephala	41804	10180	C:92.8%[S:90.6%,D:2.2%],F:1.6%,M:5.6%,n:1614	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mortierellomycotina, Mortierellomycetes, Mortierellales, Mortierellaceae, Mortierella	9FUNG	Unassembled WGS sequence	GCA_016098165.1	full	0
UP000730481	Fusarium beomiforme	44412	14518	C:97.5%[S:97.1%,D:0.4%],F:0.8%,M:1.7%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Fusarium, Fusarium burgessii species complex	9HYPO	Unassembled WGS sequence	GCA_002980475.2	full	0
UP000737391	Fusarium agapanthi	1803897	13309	C:97.0%[S:96.7%,D:0.2%],F:1.0%,M:2.0%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Fusarium, Fusarium fujikuroi species complex	9HYPO	Unassembled WGS sequence	GCA_001654555.2	full	0
UP000745764	Aureobasidium uvarum	2773716	9771	C:89.9%[S:89.6%,D:0.3%],F:2.8%,M:7.3%,n:3786	Outlier (low value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Dothideales, Saccotheciaceae, Aureobasidium	9PEZI	Unassembled WGS sequence	GCA_903853725.1	full	0
UP000748025	Claviceps pusilla	123648	8618	C:90.3%[S:90.2%,D:0.1%],F:4.7%,M:5.1%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Clavicipitaceae, Claviceps	9HYPO	Unassembled WGS sequence	GCA_018360225.1	full	0
UP000749293	Geosmithia morbida	1094350	7805	C:92.6%[S:92.4%,D:0.2%],F:1.7%,M:5.7%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Bionectriaceae, Geosmithia	9HYPO	Unassembled WGS sequence	GCA_012550715.1	full	0
UP000749646	Modicella reniformis	1440133	12893	C:71.1%[S:70.1%,D:0.9%],F:9.5%,M:19.5%,n:1614	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mortierellomycotina, Mortierellomycetes, Mortierellales, Mortierellaceae, Modicella	9FUNG	Unassembled WGS sequence	GCA_015849295.1	full	0
UP000750334	Maudiozyma exigua (Yeast) (Kazachstania exigua)	34358	5380	C:96.9%[S:95.3%,D:1.6%],F:0.8%,M:2.2%,n:2137	Outlier (low value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Maudiozyma	MAUEX	Unassembled WGS sequence	GCA_016584175.1	full	0
UP000754883	Clonostachys byssicola	160290	18485	C:97.4%[S:96.0%,D:1.4%],F:0.4%,M:2.2%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Bionectriaceae, Clonostachys	9HYPO	Unassembled WGS sequence	GCA_902006505.2	full	0
UP000756132	Passalora fulva (Tomato leaf mold) (Cladosporium fulvum)	5499	14687	C:98.9%[S:98.8%,D:0.1%],F:0.3%,M:0.8%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Mycosphaerellaceae, Fulvia	PASFU	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14	GCA_020509005.2	full	0
UP000756921	Paraphaeosphaeria minitans	565426	13540	C:92.2%[S:91.8%,D:0.4%],F:0.5%,M:7.3%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Massarineae, Didymosphaeriaceae, Paraphaeosphaeria	9PLEO	Unassembled WGS sequence	GCA_015832175.1	full	0
UP000759537	Russula ochroleuca	152965	11812	C:97.5%[S:94.7%,D:2.8%],F:0.5%,M:2.0%,n:2898	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Russulales, Russulaceae, Russula	9AGAM	Unassembled WGS sequence	GCA_015178965.1	full	0
UP000790833	Scheffersomyces spartinae	45513	5041	C:89.6%[S:89.6%,D:0.1%],F:1.7%,M:8.7%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Serinales, Debaryomycetaceae, Scheffersomyces	9ASCO	Unassembled WGS sequence	GCA_019049425.1	full	0
UP000799118	Gymnopus androsaceus JB14	1447944	29201	C:94.7%[S:90.3%,D:4.4%],F:2.0%,M:3.3%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Omphalotaceae, Gymnopus, Gymnopus androsaceus	9AGAR	Unassembled WGS sequence	GCA_009733575.1	full	10
UP000799291	Lentithecium fluviatile CBS 122367	1168545	16710	C:93.3%[S:93.0%,D:0.3%],F:0.8%,M:5.8%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Massarineae, Lentitheciaceae, Lentithecium, Lentithecium fluviatile	9PLEO	Unassembled WGS sequence	GCA_010405425.1	full	0
